2011-12-02 17:53:16 NSL需求報表	-2147217900	發生除以零的錯誤。	
2011-12-02 20:59:56 NSL需求報表	-2147217900	發生除以零的錯誤。	
2011-12-02 21:03:54 NSL需求報表	-2147217900	發生除以零的錯誤。	
2011-12-05 15:28:45 NSL需求報表	-2147217900	發生除以零的錯誤。	
2011-12-05 15:53:01 NSL需求報表	-2147467259	[DBNETLIB][ConnectionWrite (send()).]一般網路錯誤。 查閱您的網路文件。	
2011-12-05 15:59:47 NSL需求報表	-2147217900	發生除以零的錯誤。	
2011-12-05 16:17:32 NSL需求報表	-2147467259	[DBNETLIB][ConnectionWrite (send()).]一般網路錯誤。 查閱您的網路文件。	
2011-12-05 18:42:16 訂單接收	5	程序呼叫或引數不正確	
2011-12-05 18:44:03 訂單接收	5	程序呼叫或引數不正確	
2011-12-05 18:44:19 訂單接收	5	程序呼叫或引數不正確	
2011-12-05 18:44:56 訂單接收	5	程序呼叫或引數不正確	
2011-12-05 18:47:31 訂單接收	3704	當物件關閉時，不允許操作。	
2011-12-05 18:48:15 訂單接收	5	程序呼叫或引數不正確	
2011-12-05 18:48:45 訂單接收	3001	引數中可能發生類型錯誤、超過可接受的定義範圍、或與其他引數發生衝突。	
2011-12-05 18:49:12 訂單接收	3001	引數中可能發生類型錯誤、超過可接受的定義範圍、或與其他引數發生衝突。	
2011-12-05 18:49:35 訂單接收	3001	引數中可能發生類型錯誤、超過可接受的定義範圍、或與其他引數發生衝突。	
2012-07-02 下午 10:15:44 ABT需求報表	-2147217900	rtrim 函數必須有 1 個引數。	
2012-07-05 上午 11:25:50 出貨件數確認	91	沒有設定物件變數或 With 區塊變數	
2012-07-05 上午 11:27:52 出貨件數確認	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	
2012-07-05 上午 11:28:19 出貨件數確認	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	
2012-07-05 下午 04:15:20 出貨件數確認	-2147217900	關鍵字 'union' 附近的語法不正確。	
2012-07-05 下午 04:28:03 出貨件數確認	-2147217900	資料行前置詞 't2m' 與用於查詢中的資料表名稱或別名不符。	
2012-07-05 下午 04:33:10 出貨件數確認	-2147217900	無效的資料行名稱 'ship_qty'。	
2012-07-05 下午 04:33:57 出貨件數確認	-2147217900	無效的資料行名稱 'vehicle_id_no'。	
2012-07-05 下午 05:18:34 出貨件數確認	-2147352571	類型不相符。	
2012-07-05 下午 05:21:40 出貨件數確認	-2147217887	多重步驟操作發生錯誤。請檢查每一個狀態值。	
2012-07-05 下午 05:22:23 出貨件數確認	-2147217887	多重步驟操作發生錯誤。請檢查每一個狀態值。	
2012-07-06 上午 10:39:00 出貨件數確認	-2147217900	資料行前置詞 't1' 與用於查詢中的資料表名稱或別名不符。	
2012-07-09 上午 10:53:14 ABT需求報表	-2147217900	isnull 函數必須有 2 個引數。	
2012-07-18 下午 04:20:59 ABT需求報表	-2147217900	資料行 '#2.路線編號' 在選取清單中無效，因為它並未包含在彙總函數或 GROUP BY 子句中。	
2012-07-18 下午 11:29:02 ABT需求報表	-2147217900	資料行 'o2.OTQty' 在選取清單中無效，因為它並未包含在彙總函數或 GROUP BY 子句中。	
2012-07-19 下午 05:01:03 出貨件數確認	91	沒有設定物件變數或 With 區塊變數	
2012-07-19 下午 05:02:25 出貨件數確認	424	此處需要物件	
2012-07-19 下午 05:03:06 出貨件數確認	424	此處需要物件	
2012-07-19 下午 05:04:02 出貨件數確認	424	此處需要物件	
2012-07-19 下午 05:04:55 出貨件數確認	2486	您現在不能執行這個巨集指令。	
2012-07-20 下午 04:50:31 簽單確認	13	型態不符	
2012-07-20 下午 04:50:39 簽單確認	13	型態不符	
2012-07-20 下午 04:50:42 簽單確認	13	型態不符	
2012-07-23 上午 11:48:29 ABT需求報表	-2147217900	資料行前置詞 't2' 與用於查詢中的資料表名稱或別名不符。	
2012-07-23 上午 11:49:01 ABT需求報表	-2147217900	資料行 'o2.OTConfirmDate' 在選取清單中無效，因為它並未包含在彙總函數或 GROUP BY 子句中。	
2012-07-23 上午 11:51:41 ABT需求報表	-2147217913	將 varchar 數值 '未確認' 轉換成資料型別為 int 的資料行語法錯誤。	
2012-07-23 下午 04:38:57 ABT需求報表	-2147217900	行 1: ',' 附近的語法不正確。	
2012-07-23 下午 04:39:42 ABT需求報表	-2147217900	行 1: ',' 附近的語法不正確。	
2012-07-23 下午 04:42:02 ABT需求報表	5	程序呼叫或引數不正確	
2012-07-23 下午 04:42:43 ABT需求報表	5	程序呼叫或引數不正確	
2012-07-23 下午 04:46:54 ABT需求報表	5	程序呼叫或引數不正確	
2012-07-23 下午 04:48:03 ABT需求報表	5	程序呼叫或引數不正確	
2012-07-24 下午 04:02:24 ABT需求報表	-2147217900	資料行前置詞 'o2' 與用於查詢中的資料表名稱或別名不符。	
2012-07-27 下午 02:34:19 ABT需求報表	-2147217900	無效的資料行名稱 '待排車'。	
2012-07-27 下午 02:37:33 ABT需求報表	-2147217900	無效的資料行名稱 'vehicle_id_no'。	
2012-07-27 下午 02:47:56 ABT需求報表	-2147217900	無效的資料行名稱 'vehicle_id_no'。	
2012-08-07 下午 07:21:04 ABT需求報表	-2147217900	無效的資料行名稱 'route_no'。	
2012-08-07 下午 07:26:05 ABT需求報表	-2147217900	無效的資料行名稱 'route_no'。	
2012-08-07 下午 07:30:17 ABT需求報表	-2147217900	無效的資料行名稱 'route_no'。	
2012-08-08 下午 01:25:42 ABT需求報表	-2147217913	從字元 (char) 字串轉換到 datetime 的語法錯誤。	
2012-08-08 下午 01:28:23 ABT需求報表	-2147217900	資料行 '#2.確認時間' 在選取清單中無效，因為它並未包含在彙總函數或 GROUP BY 子句中。	
2012-08-13 下午 06:02:10 運費維護_0000042909	3021	可能是 BOF 或 EOF 的值為 True，或目前的資料錄已被刪除。所要求的操作需要目前的資料錄。	
2012-08-13 下午 06:02:13 運費維護_0000042909	3021	可能是 BOF 或 EOF 的值為 True，或目前的資料錄已被刪除。所要求的操作需要目前的資料錄。	
2012-08-16 下午 03:53:21 簽單確認	13	型態不符	
2012-08-16 下午 03:53:26 簽單確認	13	型態不符	
2012-08-16 下午 03:54:38 簽單確認	13	型態不符	
2012-08-16 下午 03:54:46 簽單確認	13	型態不符	
2012-08-31 上午 10:54:34 回單檢核表	-2147217900	無效的資料行名稱 'c_vehicle_id_no'。	
2012-09-21 11:47:53 請付款日報表	-2147217900	無效的資料行名稱 '訂單日期'。	
2012-09-21 12:10:08 請付款日報表	380	不正確的屬性值	
2012-09-21 12:27:33 請付款日報表	91	沒有設定物件變數或 With 區塊變數	
2012-09-21 13:04:02 請付款日報表	-2147217900	資料行前置詞 'ot' 與用於查詢中的資料表名稱或別名不符。	
2012-09-24 10:30:59 請付款日報表	3704	當物件關閉時，不允許操作。	
2012-09-24 10:41:55 請付款日報表	3704	當物件關閉時，不允許操作。	
2012-09-24 10:43:48 請付款日報表	3704	當物件關閉時，不允許操作。	
2012-10-01 09:40:05 訂單接收	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	
2012-10-01 14:45:13 請付款日報表	-2147217900	無效的資料行名稱 '訂單部門別'。	
2012-10-01 15:01:38 請付款日報表	-2147217900	無效的資料行名稱 '訂單部門別'。	
2012-10-02 16:51:12 請付款日報表	3251	目前提供者不支援排序或篩選所需的介面。	
2012-10-02 16:56:02 請付款日報表	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	
2012-10-02 16:59:05 請付款日報表	3704	當物件關閉時，不允許操作。	
2012-10-02 17:01:21 請付款日報表	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	
2012-10-11 11:11:21 簽單確認	3265	'Item' 方法 ('Fields' 物件) 失敗	
2012-10-11 11:11:49 簽單確認	3265	'Item' 方法 ('Fields' 物件) 失敗	
2012-10-11 11:16:49 簽單確認	3265	應用程式或物件定義上的錯誤	
2012-10-23 17:03:29 訂單接收	91	沒有設定物件變數或 With 區塊變數	
2012-10-23 17:46:04 ABT需求報表	-2147217900	關鍵字 'and' 附近的語法不正確。	
2012-10-23 17:46:20 ABT需求報表	-2147217900	遺漏字元字串 ' ' 前面的引號。	
2012-10-29 15:49:24 NSL需求報表	3704	當物件關閉時，不允許操作。	
2012-10-29 15:58:52 NSL需求報表	3705	當物件開啟時，不允許操作。	
2012-10-29 16:01:00 NSL需求報表	3705	當物件開啟時，不允許操作。	
2012-10-29 16:01:07 NSL需求報表	3251	目前提供者不支援排序或篩選所需的介面。	
2012-10-29 16:01:31 NSL需求報表	3251	目前提供者不支援排序或篩選所需的介面。	
2012-10-29 16:02:24 NSL需求報表	3251	目前提供者不支援排序或篩選所需的介面。	
2012-10-29 16:02:29 NSL需求報表	91	沒有設定物件變數或 With 區塊變數	
2012-10-29 16:03:21 NSL需求報表	3704	當物件關閉時，不允許操作。	
2012-11-11 16:19:30 訂單接收	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	
2012-11-19 09:52:22 NSL需求報表	-2147217900	無效的資料行名稱 'SkuNotes1'。	
2012-11-19 11:04:24 NSL需求報表	-2147467259	[DBNETLIB][ConnectionWrite (send()).]一般網路錯誤。 查閱您的網路文件。	
2012-11-19 11:17:51 NSL需求報表	-2147217900	無效的資料行名稱 'SkuNotes1'。	
2012-11-29 13:01:31 簽單確認	-2147217900	行 1: ' where c_route_no = ' 附近的語法不正確。	
2012-12-21 15:23:12 簽單確認	-2147217900	行 1: 'go' 附近的語法不正確。	cmdDeliveryokT0_Click
2012-12-21 15:23:56 簽單確認	-2147217900	行 1: 'go' 附近的語法不正確。	cmdDeliveryokT0_Click
2012-12-24 12:35:42 每日KPI	-2147467259	[DBNETLIB][ConnectionWrite (WrapperWrite()).]一般網路錯誤。 查閱您的網路文件。	
2012-12-31 10:13:34 Recordset2Excel	0		轉EXECL錯誤!!
2012-12-31 10:14:00 Recordset2Excel	-2147217900	INSERT 陳述式中的資料行數量大於 VALUES 子句中所指定的值。在 VALUES 子句中所指定的數量值必須和 INSERT 陳述式中所指定的資料行數量相符。	轉EXECL錯誤!!
2012-12-31 10:23:08 Recordset2Excel	0		轉EXECL錯誤!!
2012-12-31 10:52:19 Recordset2Excel	0		轉EXECL錯誤!!
2012-12-31 10:58:56 Recordset2Excel	0		轉EXECL錯誤!!
2012-12-31 11:30:50 請付款日報表	-2147217900	如果陳述式中包含 UNION 運算子，則 ORDER BY 項目必須出現在選取清單中。	
2013-01-14 11:24:52 簽單確認	0		cmdDeliveryokT0_Click;SQL=''Update SDN02T Set CustSignDate = isnull(CustSignDate,isnull(SCHEDULEDATE,Arrive_Date)), invback = 'N',sdnback = 1, Confirm_UserID = 'ADMINISTRATOR',Confirm_Date = getdate(),Confirm_Notes = '正常訂單' , CustomerOrderkey1 ='', Scan = 'N',SDNSendDate = '2013/01/14' Where Receipt_No = '0000169573' ; Update SDN03T Set Sign_Qty =  ship_Qty,RSC_Code = '',RBC_Code = '' Where Receipt_No = '0000169573' ; ''
2013-01-14 11:26:08 簽單確認	-2147217900	行 1: ',sdnback = 1, Confirm_UserID = ' 附近的語法不正確。	cmdDeliveryokT0_Click;SQL=''Insert into gt_Logs(APName,APVer,APCaption,Code,Description,Notes,ComputerName,AddWho) Values ('BestTRP','3.0.137','簽單確認','0','','cmdDeliveryokT0_Click;SQL=''Update SDN02T Set CustSignDate = isnull(CustSignDate,isnull(SCHEDULEDATE,Arrive_Date)), invback = 'N',sdnback = 1, Confirm_UserID = 'ADMINISTRATOR',Confirm_Date = getdate(),Confirm_Notes = '正常訂單' , CustomerOrderkey1 ='', Scan = 'N',SDNSendDate = '2013/01/14' Where Receipt_No = '0000169573' ; Update SDN03T Set Sign_Qty =  ship_Qty,RSC_Code = '',RBC_Code = '' Where Receipt_No = '0000169573' ; ''','BEST-GEMINI','ADMINISTRATOR')''
2013-01-14 14:44:54 簽單確認	0		cmdDeliveryokT0_Click;TMS:0000170582;Tran_Level:1
2013-02-06 18:00:46 Recordset2Excel	438	物件不支援此屬性或方法	轉EXECL錯誤!!
2013-02-06 18:00:55 Recordset2Excel	438	物件不支援此屬性或方法	轉EXECL錯誤!!
2013-02-06 18:01:59 Recordset2Excel	438	物件不支援此屬性或方法	轉EXECL錯誤!!
2013-03-11 12:58:42 運費維護_0000206401	-2147217900	發生除以零的錯誤。	
2013-03-11 15:00:56 運費維護_0000191116	3021	可能是 BOF 或 EOF 的值為 True，或目前的資料錄已被刪除。所要求的操作需要目前的資料錄。	
2013-03-11 15:52:59 出貨件數確認	-2147217900	無效的資料行名稱 'route_no'。	
2013-03-11 15:58:50 出貨件數確認	-2147217900	資料行前置詞 't1' 與用於查詢中的資料表名稱或別名不符。	
2013-03-11 16:06:12 出貨件數確認	-2147217900	無效的資料行名稱 'OTconfirmdate'。	
BestTRP	2013-03-12 15:24:35	0	排車轉訂單	WMS: 0000130232,TMS: F130312158,LNSL01,0000205416,LNSL403422          
2013-03-19 16:35:10 BestTRP	0		檔案名稱： C:\\退貨單-20130302-1  (範例).xls
2013-03-20 12:47:28 訂單接收	5	程序呼叫或引數不正確	
2013-03-20 12:47:40 BestTRP	3704	當物件關閉時，不允許操作。	檔案名稱： C:\\轉檔後客戶主檔.xls
2013-03-20 19:54:25 BestTRP	3021	可能是 BOF 或 EOF 的值為 True，或目前的資料錄已被刪除。所要求的操作需要目前的資料錄。	檔案名稱： C:\\馬玉山出貨資料20130320.xls
2013-03-20 19:55:55 BestTRP	3021	可能是 BOF 或 EOF 的值為 True，或目前的資料錄已被刪除。所要求的操作需要目前的資料錄。	檔案名稱： C:\\馬玉山出貨資料20130320.xls
2013-03-20 19:59:10 BestTRP	3021	可能是 BOF 或 EOF 的值為 True，或目前的資料錄已被刪除。所要求的操作需要目前的資料錄。	檔案名稱： C:\\馬玉山出貨資料20130320.xls
2013-03-22 08:32:22 訂單接收	9	陣列索引超出範圍	
BestTRP	2013-03-22 09:51:10	0	排車轉訂單	WMS: 0000132923,TMS: F130322004,LNSL01,0000214674,8043774088          
BestTRP	2013-03-22 09:51:11	0	排車轉訂單	WMS: 0000132924,TMS: F130322004,LNSL01,0000214675,8043774089          
BestTRP	2013-03-22 09:51:38	0	排車轉訂單	WMS: 0000132923,TMS: F130322004,LNSL01,0000214674,8043774088          
BestTRP	2013-03-22 09:51:38	0	排車轉訂單	WMS: 0000132924,TMS: F130322004,LNSL01,0000214675,8043774089          
BestTRP	2013-03-22 09:59:01	0	排車轉訂單	WMS: 0000132923,TMS: F130322004,LNSL01,0000214674,8043774088          
BestTRP	2013-03-22 09:59:01	0	排車轉訂單	WMS: 0000132924,TMS: F130322004,LNSL01,0000214675,8043774089          
BestTRP	2013-03-22 10:01:27	0	排車轉訂單	WMS: 0000132923,TMS: F130322004,LNSL01,0000214674,8043774088          
BestTRP	2013-03-22 10:01:27	0	排車轉訂單	WMS: 0000132924,TMS: F130322004,LNSL01,0000214675,8043774089          
BestTRP	2013-03-22 10:03:18	0	排車轉訂單	WMS: 0000132923,TMS: F130322006,LNSL01,0000214678,8043774092          
BestTRP	2013-03-22 10:15:48	0	排車轉訂單	WMS: 0000132923,TMS: F130329001,LNSL01,0000214671,8043774085          
BestTRP	2013-03-22 10:15:48	0	排車轉訂單	WMS: 0000132924,TMS: F130329001,LNSL01,0000214672,8043774086          
BestTRP	2013-03-22 10:15:48	0	排車轉訂單	WMS: 0000132925,TMS: F130329001,LNSL01,0000214677,8043774091          
BestTRP	2013-03-22 10:22:24	0	排車轉訂單	WMS: 0000132926,TMS: F130322006,LNSL01,0000214678,8043774092          
2013-03-22 10:22:51 排車資料回傳設定	0		回傳設定確認
BestTRP	2013-03-22 14:20:26	0	排車轉訂單	WMS: 0000133571,TMS: F130322149,LMYS01,0000215846,G232-10203010017    
BestTRP	2013-03-22 14:20:27	0	排車轉訂單	WMS: 0000133572,TMS: F130322149,LMYS01,0000215847,G232-10203010018    
BestTRP	2013-03-22 14:20:27	0	排車轉訂單	WMS: 0000133573,TMS: F130322149,LMYS01,0000215848,G232-10203010019    
BestTRP	2013-03-22 14:20:27	0	排車轉訂單	WMS: 0000133574,TMS: F130322149,LMYS01,0000215849,G232-10203010020    
2013-03-22 15:46:21 請付款日報表	-2147217900	資料行前置詞 't2' 與用於查詢中的資料表名稱或別名不符。	
2013-03-22 15:50:10 請付款日報表	-2147217900	無效的資料行名稱 'externorderkey'。	
2013-03-22 15:56:38 請付款日報表	-2147217900	無效的資料行名稱 'orderkey'。	
2013-03-29 15:30:27 BestTRP	9	陣列索引超出範圍	檔案名稱： C:\\馬玉山出貨資料(範本).xls
2013-03-29 15:36:16 BestTRP	70	沒有使用權限	檔案名稱： C:\\馬玉山出貨資料(範本).xls
2013-04-03 10:13:47 BestTRP	76	找不到路徑	檔案名稱： c:\\馬玉山出貨資料20130403.xls
2013-04-03 11:01:24 BestTRP	76	找不到路徑	檔案名稱： c:\\馬玉山出貨資料20130403.xls
2013-04-10 14:56:21 BestTRP	76	找不到路徑	檔案名稱： c:\\馬玉山出貨資料20130411.xls
2013-04-10 15:10:38 BestTRP	76	找不到路徑	檔案名稱： c:\\馬玉山出貨資料20130411.xls
2013-04-10 15:29:45 BestTRP	76	找不到路徑	檔案名稱： c:\\馬玉山出貨資料20130411.xls
2013-04-16 16:07:25 運費維護_0000226897	3021	可能是 BOF 或 EOF 的值為 True，或目前的資料錄已被刪除。所要求的操作需要目前的資料錄。	
2013-05-09 22:20:56 BestTRP	76	找不到路徑	檔案名稱： C:\\馬玉山出貨資料20130508 (1).xls
2013-05-09 23:36:59 BestTRP	76	找不到路徑	檔案名稱： C:\\馬玉山出貨資料20130508 (1).xls
2013-05-14 17:59:27 BestTRP	76	找不到路徑	檔案名稱： c:\\LAPP01實際訂單-1.xls
2013-05-14 18:20:47 BestTRP	76	找不到路徑	檔案名稱： c:\\LAPP01實際訂單-1.xls
2013-05-15 13:19:46 訂單維護作業 	5	程序呼叫或引數不正確	
2013-05-15 13:19:52 訂單維護作業 	5	程序呼叫或引數不正確	
2013-05-25 17:20:24 到貨追蹤表	-2147217900	行 1: '1' 附近的語法不正確。	
2013-05-25 17:21:50 到貨追蹤表	-2147217900	無效的資料行名稱 '到貨日期'。	
2013-05-27 16:35:24 簽單確認	-2147217900	行 1: 'trp16m' 附近的語法不正確。	
2013-05-27 16:37:36 簽單確認	-2147217900	行 1: ')' 附近的語法不正確。	
2013-05-27 16:37:40 簽單確認	-2147217900	行 1: ')' 附近的語法不正確。	
2013-05-27 16:38:27 簽單確認	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	
2013-05-27 16:38:31 簽單確認	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	
2013-05-27 16:38:34 簽單確認	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	
2013-05-27 16:38:41 簽單確認	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	
2013-05-27 16:38:56 簽單確認	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	
2013-05-27 16:39:15 簽單確認	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	
2013-05-27 16:39:46 簽單確認	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	
2013-05-27 16:41:31 簽單確認	3265	在所要求名稱或序數的相關集合物件中找不到此項目。	
2013-05-31 12:43:09 訂單維護作業 	-2147217900	資料行前置詞 'o' 與用於查詢中的資料表名稱或別名不符。	
2013-05-31 12:43:41 訂單維護作業 	-2147168242	沒有正在作用的異動。	
2013-05-31 12:43:56 訂單維護作業 	-2147168242	沒有正在作用的異動。	
2013-05-31 12:44:31 訂單維護作業 	-2147168242	沒有正在作用的異動。	
2013-05-31 12:45:23 訂單維護作業 	-2147168242	沒有正在作用的異動。	
2013-05-31 17:50:51 訂單維護作業 	-2147217900	關鍵字 'update' 附近的語法不正確。	
2013-05-31 17:51:45 訂單維護作業 	-2147217900	關鍵字 'and' 附近的語法不正確。	
2013-05-31 17:52:33 訂單維護作業 	-2147217900	無效的資料行名稱 'urgeny_mark'。	
2013-06-05 17:37:37 運費維護_0000260307	3021	可能是 BOF 或 EOF 的值為 True，或目前的資料錄已被刪除。所要求的操作需要目前的資料錄。	
2013-06-06 17:37:08 BestTRP	70	沒有使用權限	檔案名稱： C:\\馬玉山出貨資料20130606.xls
2013-06-17 16:22:01 Recordset2Excel	1004	'Range' 方法 ('_Application' 物件) 失敗	轉EXECL錯誤!!
2013-07-18 16:25:33  排車作業報表	3021	可能是 BOF 或 EOF 的值為 True，或目前的資料錄已被刪除。所要求的操作需要目前的資料錄。	
2013-07-18 16:25:59  排車作業報表	-2147467259	'分貨表' 資料表已經被其他的使用者獨佔地開啟，或它已經由使用者介面開啟且無法用程式修改。	
2013-07-29 14:17:43 OffineRecordset	-2147217887	多重步驟操作發生錯誤。請檢查每一個狀態值。	
2013-07-29 14:28:37 OffineRecordset	-2147217887	多重步驟操作發生錯誤。請檢查每一個狀態值。	
2013-07-29 14:31:17 OffineRecordset	-2147217887	多重步驟操作發生錯誤。請檢查每一個狀態值。	
2013-07-29 14:32:51 OffineRecordset	-2147217887	多重步驟操作發生錯誤。請檢查每一個狀態值。	
2013-07-29 14:33:22 OffineRecordset	-2147217887	多重步驟操作發生錯誤。請檢查每一個狀態值。	
2013-07-29 14:35:57 OffineRecordset	-2147217887	多重步驟操作發生錯誤。請檢查每一個狀態值。	
2013-07-29 14:41:04 OffineRecordset	-2147217887	多重步驟操作發生錯誤。請檢查每一個狀態值。	
2013-07-31 16:21:40 請付款日報表	-2147217900	無效的資料行名稱 'orders'。	
2013-07-31 16:26:46 請付款日報表	-2147217900	無效的資料行名稱 'orderkey'。	
2013-07-31 16:33:13 請付款日報表	-2147217900	無效的資料行名稱 'orderkey'。	
2013-07-31 16:40:57 請付款日報表	-2147217900	無效的資料行名稱 'orderkey'。	
2013-07-31 16:46:54 請付款日報表	-2147217900	插入錯誤: 資料行名稱或提供的數值數量與資料表定義不相符。	
2013-07-31 17:02:16 請付款日報表	-2147217900	無效的資料行名稱 'amuont'。	
2013-08-15 10:32:54 簽單確認	-2147467259	[DBNETLIB][ConnectionWrite (send()).]一般網路錯誤。 查閱您的網路文件。	cmd_OrderQuery_Click()
2013-08-16 15:51:38 OffineRecordset	-2147217887	多重步驟操作發生錯誤。請檢查每一個狀態值。	
2013-08-16 15:51:40 請付款日報表	3219	在此內容中不允許操作。	
2013-08-16 15:52:31 OffineRecordset	-2147217887	多重步驟操作發生錯誤。請檢查每一個狀態值。	
2013-08-16 15:52:33 請付款日報表	3219	在此內容中不允許操作。	
2013-08-16 16:28:21 請付款日報表	-2147217900	程序或函數 gs_LAPP01TransferAR 指定了太多的參數。	
2013-08-16 18:31:24 請付款日報表	-2147217900	無效的資料行名稱 'sort_name'。	
2013-08-16 18:32:49 請付款日報表	-2147217900	無效的資料行名稱 'receiveable'。	
2013-08-17 09:28:10 請付款日報表	-2147217900	無效的資料行名稱 'sort_name'。	
